8,10,"1 LOREM IPSUM DOLOR",2017-08-29 23:28:48
94,7,"1 LOREM IPSUM DOLOR",2017-08-29 23:29:00
70,8,"1 LOREM IPSUM DOLOR",2017-08-29 23:29:12
87,3,"1 LOREM IPSUM DOLOR",2017-08-29 23:29:24
51,2,"1 LOREM IPSUM DOLOR",2017-08-29 23:29:36
21,6,"1 LOREM IPSUM DOLOR",2017-08-29 23:29:48
69,8,"1 LOREM IPSUM DOLOR",2017-08-29 23:30:00
72,2,"1 LOREM IPSUM DOLOR",2017-08-29 23:30:12
12,9,"1 LOREM IPSUM DOLOR",2017-08-29 23:30:24
81,6,"1 LOREM IPSUM DOLOR",2017-08-29 23:30:36
30,9,"1 LOREM IPSUM DOLOR",2017-08-29 23:30:48
37,6,"1 LOREM IPSUM DOLOR",2017-08-29 23:31:00
30,6,"1 LOREM IPSUM DOLOR",2017-08-29 23:31:12
79,8,"1 LOREM IPSUM DOLOR",2017-08-29 23:31:24
49,10,"1 LOREM IPSUM DOLOR",2017-08-29 23:31:36
85,5,"1 LOREM IPSUM DOLOR",2017-08-29 23:31:48
65,5,"1 LOREM IPSUM DOLOR",2017-08-29 23:31:59
30,6,"1 LOREM IPSUM DOLOR",2017-08-29 23:32:11
39,4,"1 LOREM IPSUM DOLOR",2017-08-29 23:32:23
66,7,"1 LOREM IPSUM DOLOR",2017-08-29 23:32:35
69,7,"1 LOREM IPSUM DOLOR",2017-08-29 23:32:47
15,4,"1 LOREM IPSUM DOLOR",2017-08-29 23:32:59
23,4,"1 LOREM IPSUM DOLOR",2017-08-29 23:33:11
70,9,"1 LOREM IPSUM DOLOR",2017-08-29 23:33:23
27,4,"1 LOREM IPSUM DOLOR",2017-08-29 23:33:35
71,4,"1 LOREM IPSUM DOLOR",2017-08-29 23:33:47
98,4,"1 LOREM IPSUM DOLOR",2017-08-29 23:33:59
69,4,"1 LOREM IPSUM DOLOR",2017-08-29 23:34:11
82,4,"1 LOREM IPSUM DOLOR",2017-08-29 23:34:23
64,2,"1 LOREM IPSUM DOLOR",2017-08-29 23:34:35
52,3,"1 LOREM IPSUM DOLOR",2017-08-29 23:34:47
50,6,"1 LOREM IPSUM DOLOR",2017-08-29 23:34:59
19,7,"1 LOREM IPSUM DOLOR",2017-08-29 23:35:11
34,9,"1 LOREM IPSUM DOLOR",2017-08-29 23:35:23
5,5,"1 LOREM IPSUM DOLOR",2017-08-29 23:35:35
64,8,"1 LOREM IPSUM DOLOR",2017-08-29 23:35:47
82,2,"1 LOREM IPSUM DOLOR",2017-08-29 23:35:59
56,10,"1 LOREM IPSUM DOLOR",2017-08-29 23:36:11
8,7,"1 LOREM IPSUM DOLOR",2017-08-29 23:36:23
99,8,"1 LOREM IPSUM DOLOR",2017-08-29 23:36:35
28,2,"1 LOREM IPSUM DOLOR",2017-08-29 23:36:47
72,9,"1 LOREM IPSUM DOLOR",2017-08-29 23:36:59
16,9,"1 LOREM IPSUM DOLOR",2017-08-29 23:37:11
80,2,"1 LOREM IPSUM DOLOR",2017-08-29 23:37:23
87,3,"1 LOREM IPSUM DOLOR",2017-08-29 23:37:35
64,8,"1 LOREM IPSUM DOLOR",2017-08-29 23:37:47
31,9,"1 LOREM IPSUM DOLOR",2017-08-29 23:37:58
38,5,"1 LOREM IPSUM DOLOR",2017-08-29 23:38:10
100,10,"1 LOREM IPSUM DOLOR",2017-08-29 23:38:22
53,3,"1 LOREM IPSUM DOLOR",2017-08-29 23:38:34
72,3,"1 LOREM IPSUM DOLOR",2017-08-29 23:38:46
35,8,"1 LOREM IPSUM DOLOR",2017-08-29 23:38:58
40,5,"1 LOREM IPSUM DOLOR",2017-08-29 23:39:10
54,7,"1 LOREM IPSUM DOLOR",2017-08-29 23:39:22
73,4,"1 LOREM IPSUM DOLOR",2017-08-29 23:39:34
39,6,"1 LOREM IPSUM DOLOR",2017-08-29 23:39:46
50,7,"1 LOREM IPSUM DOLOR",2017-08-29 23:39:58
41,1,"1 LOREM IPSUM DOLOR",2017-08-29 23:40:10
56,8,"1 LOREM IPSUM DOLOR",2017-08-29 23:40:22
60,5,"1 LOREM IPSUM DOLOR",2017-08-29 23:40:34
93,5,"1 LOREM IPSUM DOLOR",2017-08-29 23:40:46
43,4,"1 LOREM IPSUM DOLOR",2017-08-29 23:40:58
50,4,"1 LOREM IPSUM DOLOR",2017-08-29 23:41:10
63,10,"1 LOREM IPSUM DOLOR",2017-08-29 23:41:22
9,4,"1 LOREM IPSUM DOLOR",2017-08-29 23:41:34
82,9,"1 LOREM IPSUM DOLOR",2017-08-29 23:41:46
60,8,"1 LOREM IPSUM DOLOR",2017-08-29 23:41:58
30,7,"1 LOREM IPSUM DOLOR",2017-08-29 23:42:10
13,5,"1 LOREM IPSUM DOLOR",2017-08-29 23:42:22
68,6,"1 LOREM IPSUM DOLOR",2017-08-29 23:42:34
27,6,"1 LOREM IPSUM DOLOR",2017-08-29 23:42:46
30,1,"1 LOREM IPSUM DOLOR",2017-08-29 23:42:58
46,1,"1 LOREM IPSUM DOLOR",2017-08-29 23:43:10
29,6,"1 LOREM IPSUM DOLOR",2017-08-29 23:43:22
61,2,"1 LOREM IPSUM DOLOR",2017-08-29 23:43:34
14,3,"1 LOREM IPSUM DOLOR",2017-08-29 23:43:46
74,8,"1 LOREM IPSUM DOLOR",2017-08-29 23:43:57
73,3,"1 LOREM IPSUM DOLOR",2017-08-29 23:44:09
28,8,"1 LOREM IPSUM DOLOR",2017-08-29 23:44:21
27,8,"1 LOREM IPSUM DOLOR",2017-08-29 23:44:33
96,7,"1 LOREM IPSUM DOLOR",2017-08-29 23:44:45
91,4,"1 LOREM IPSUM DOLOR",2017-08-29 23:44:57
22,8,"1 LOREM IPSUM DOLOR",2017-08-29 23:45:09
95,9,"1 LOREM IPSUM DOLOR",2017-08-29 23:45:21
65,2,"1 LOREM IPSUM DOLOR",2017-08-29 23:45:33
35,3,"1 LOREM IPSUM DOLOR",2017-08-29 23:45:45
40,4,"1 LOREM IPSUM DOLOR",2017-08-29 23:45:57
32,7,"1 LOREM IPSUM DOLOR",2017-08-29 23:46:09
18,6,"1 LOREM IPSUM DOLOR",2017-08-29 23:46:21
31,2,"1 LOREM IPSUM DOLOR",2017-08-29 23:46:33
20,6,"1 LOREM IPSUM DOLOR",2017-08-29 23:46:45
39,10,"1 LOREM IPSUM DOLOR",2017-08-29 23:46:57
95,5,"1 LOREM IPSUM DOLOR",2017-08-29 23:47:09
26,2,"1 LOREM IPSUM DOLOR",2017-08-29 23:47:21
21,7,"1 LOREM IPSUM DOLOR",2017-08-29 23:47:33
94,5,"1 LOREM IPSUM DOLOR",2017-08-29 23:47:45
78,9,"1 LOREM IPSUM DOLOR",2017-08-29 23:47:57
14,4,"1 LOREM IPSUM DOLOR",2017-08-29 23:48:09
29,7,"1 LOREM IPSUM DOLOR",2017-08-29 23:48:21
90,4,"1 LOREM IPSUM DOLOR",2017-08-29 23:48:33
69,4,"1 LOREM IPSUM DOLOR",2017-08-29 23:48:45
27,2,"1 LOREM IPSUM DOLOR",2017-08-29 23:48:57
17,4,"1 LOREM IPSUM DOLOR",2017-08-29 23:49:09
10,4,"1 LOREM IPSUM DOLOR",2017-08-29 23:49:21
88,3,"1 LOREM IPSUM DOLOR",2017-08-29 23:49:33
1,8,"1 LOREM IPSUM DOLOR",2017-08-29 23:49:45
21,8,"1 LOREM IPSUM DOLOR",2017-08-29 23:49:56
40,5,"1 LOREM IPSUM DOLOR",2017-08-29 23:50:08
93,5,"1 LOREM IPSUM DOLOR",2017-08-29 23:50:20
70,10,"1 LOREM IPSUM DOLOR",2017-08-29 23:50:32
67,6,"1 LOREM IPSUM DOLOR",2017-08-29 23:50:44
89,6,"1 LOREM IPSUM DOLOR",2017-08-29 23:50:56
55,2,"1 LOREM IPSUM DOLOR",2017-08-29 23:51:08
1,8,"1 LOREM IPSUM DOLOR",2017-08-29 23:51:20
55,6,"1 LOREM IPSUM DOLOR",2017-08-29 23:51:32
53,4,"1 LOREM IPSUM DOLOR",2017-08-29 23:51:44
65,5,"1 LOREM IPSUM DOLOR",2017-08-29 23:51:56
52,5,"1 LOREM IPSUM DOLOR",2017-08-29 23:52:08
9,5,"1 LOREM IPSUM DOLOR",2017-08-29 23:52:20
26,5,"1 LOREM IPSUM DOLOR",2017-08-29 23:52:32
65,4,"1 LOREM IPSUM DOLOR",2017-08-29 23:52:44
